"new_id","old_id","kind","title","old_relative_path","new_relative_path","migration_status","evidence_level"
"EX-20260602T000000Z-mig-R20260602033R010B2A2SECO816D2","R20260602-033-R010B2-A2-second-level-gate-stability","experiment","R20260602-033 R010B2 A2二级观察门控稳定性复核","🧪 实验\R20260602-033_R010B2_A2二级观察门控稳定性复核.md","04_实验记录\EX-20260602T000000Z-mig-R20260602033R010B2A2SECO816D2_R20260602-033R010B2A2二级观察门控稳定性复核.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602035M002ETFFAMILC9A62","R20260602-035-M002-etf-family-state-attribution","experiment","R20260602-035 M002 ETF族状态归因首轮","🧪 实验\R20260602-035_M002_ETF族状态归因首轮.md","04_实验记录\EX-20260602T000000Z-mig-R20260602035M002ETFFAMILC9A62_R20260602-035M002ETF族状态归因首轮.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602036M003NONETFEQ9CBB6","R20260602-036-M003-non-etf-equity-discovery","experiment","R20260602-036 M003 非ETF可比净值候选发现审计","🧪 实验\R20260602-036_M003_非ETF可比净值候选发现审计.md","04_实验记录\EX-20260602T000000Z-mig-R20260602036M003NONETFEQ9CBB6_R20260602-036M003非ETF可比净值候选发现审计.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602037M004NONETFFUAE5C7","R20260602-037-M004-non-etf-full-cycle-baseline-prereg","experiment","R20260602-037 M004 非ETF全周期基准净值补齐预注册","🧪 实验\R20260602-037_M004_非ETF全周期基准净值补齐预注册.md","04_实验记录\EX-20260602T000000Z-mig-R20260602037M004NONETFFUAE5C7_R20260602-037M004非ETF全周期基准净值补齐预注册.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602043R010B579B9A","R20260602-043-R010B5","experiment","R20260602-043 R010B5 组合回撤预算动态缩放预注册与代理审计","🧪 实验\R20260602-043_R010B5_组合回撤预算动态缩放预注册与代理审计.md","04_实验记录\EX-20260602T000000Z-mig-R20260602043R010B579B9A_R20260602-043R010B5组合回撤预算动态缩放预注册与代理审计.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602044R010B5R1F6278","R20260602-044-R010B5R1","experiment","R20260602-044 R010B5R1 非线性组合回撤预算预注册与代理审计","🧪 实验\R20260602-044_R010B5R1_非线性组合回撤预算预注册与代理审计.md","04_实验记录\EX-20260602T000000Z-mig-R20260602044R010B5R1F6278_R20260602-044R010B5R1非线性组合回撤预算预注册与代理审计.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602045R010B5R2EA305","R20260602-045-R010B5R2","experiment","R20260602-045 R010B5R2 非线性回撤预算真实路径2024 Smoke","🧪 实验\R20260602-045_R010B5R2_非线性回撤预算真实路径2024Smoke.md","04_实验记录\EX-20260602T000000Z-mig-R20260602045R010B5R2EA305_R20260602-045R010B5R2非线性回撤预算真实路径2024Smoke.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602046R010B5R37ED93","R20260602-046-R010B5R3","experiment","R20260602-046 R010B5R3 非线性回撤预算参数敏感性与成本扰动预注册","🧪 实验\R20260602-046_R010B5R3_非线性回撤预算参数敏感性与成本扰动预注册.md","04_实验记录\EX-20260602T000000Z-mig-R20260602046R010B5R37ED93_R20260602-046R010B5R3非线性回撤预算参数敏感性与成本扰动预注册.md","migrated_unverified","legacy_raw"
"EX-20260602T000000Z-mig-R20260602047R010B5R4B8F95","R20260602-047-R010B5R4","experiment","R20260602-047 R010B5R4 非线性回撤预算默认关闭影子观察预注册","🧪 实验\R20260602-047_R010B5R4_非线性回撤预算默认关闭影子观察预注册.md","04_实验记录\EX-20260602T000000Z-mig-R20260602047R010B5R4B8F95_R20260602-047R010B5R4非线性回撤预算默认关闭影子观察预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603048R010B5R514C00","R20260603-048-R010B5R5","experiment","R20260603-048 R010B5R5 非线性回撤预算严格Counterfactual预注册","🧪 实验\R20260603-048_R010B5R5_非线性回撤预算严格Counterfactual预注册.md","04_实验记录\EX-20260603T000000Z-mig-R20260603048R010B5R514C00_R20260603-048R010B5R5非线性回撤预算严格Counterfactual预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603049R010B5R5R161773","R20260603-049-R010B5R5R1","experiment","R20260603-049 R010B5R5R1 非线性回撤预算失败归因与公式修订预注册","🧪 实验\R20260603-049_R010B5R5R1_非线性回撤预算失败归因与公式修订预注册.md","04_实验记录\EX-20260603T000000Z-mig-R20260603049R010B5R5R161773_R20260603-049R010B5R5R1非线性回撤预算失败归因与公式修订预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603050R010B5R5R253641","R20260603-050-R010B5R5R2","experiment","R20260603-050 R010B5R5R2 事件环境字段日志补全预注册","🧪 实验\R20260603-050_R010B5R5R2_事件环境字段日志补全预注册.md","04_实验记录\EX-20260603T000000Z-mig-R20260603050R010B5R5R253641_R20260603-050R010B5R5R2事件环境字段日志补全预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603051R010B5R5R22B6B7","R20260603-051-R010B5R5R2","experiment","R20260603-051 R010B5R5R2 新 Shadow 样本复核与环境归因","🧪 实验\R20260603-051_R010B5R5R2_新Shadow样本复核与环境归因.md","04_实验记录\EX-20260603T000000Z-mig-R20260603051R010B5R5R22B6B7_R20260603-051R010B5R5R2新Shadow样本复核与环境归因.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603052ACB6B","R20260603-052","experiment","R20260603-052 R010B5R5R3 低MedianRet条件预注册与只读复核","🧪 实验\R20260603-052_R010B5R5R3_低MedianRet条件预注册与只读复核.md","04_实验记录\EX-20260603T000000Z-mig-R20260603052ACB6B_R20260603-052R010B5R5R3低MedianRet条件预注册与只读复核.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R202606030533457F","R20260603-053","experiment","R20260603-053 R010B5R5R4 低MedianRet现有结果交叉复核与新增样本外预注册","🧪 实验\R20260603-053_R010B5R5R4_低MedianRet现有结果交叉复核与新增样本外预注册.md","04_实验记录\EX-20260603T000000Z-mig-R202606030533457F_R20260603-053R010B5R5R4低MedianRet现有结果交叉复核与新增样本外预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R2026060305476DDA","R20260603-054","experiment","R20260603-054 R010B5S1 非线性仓位公式组件映射与证伪路线预注册","🧪 实验\R20260603-054_R010B5S1_非线性仓位公式组件映射与证伪路线预注册.md","04_实验记录\EX-20260603T000000Z-mig-R2026060305476DDA_R20260603-054R010B5S1非线性仓位公式组件映射与证伪路线预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R202606030554B305","R20260603-055","experiment","R20260603-055 R010B5S2 波动率项与资金曲线状态组件级只读审计预注册","🧪 实验\R20260603-055_R010B5S2_波动率项与资金曲线状态组件级只读审计预注册.md","04_实验记录\EX-20260603T000000Z-mig-R202606030554B305_R20260603-055R010B5S2波动率项与资金曲线状态组件级只读审计预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603056F80E0","R20260603-056","experiment","R20260603-056 R010B5S3 波动率状态与资金曲线修复组件诊断预注册","🧪 实验\R20260603-056_R010B5S3_波动率状态与资金曲线修复组件诊断预注册.md","04_实验记录\EX-20260603T000000Z-mig-R20260603056F80E0_R20260603-056R010B5S3波动率状态与资金曲线修复组件诊断预注册.md","migrated_unverified","legacy_raw"
"EX-20260603T000000Z-mig-R20260603057D782D","R20260603-057","experiment","R20260603-057 R010B5S4 滚动波动率中位参考分组前向样本可用性审计","🧪 实验\R20260603-057_R010B5S4_滚动波动率中位参考分组前向样本可用性审计.md","04_实验记录\EX-20260603T000000Z-mig-R20260603057D782D_R20260603-057R010B5S4滚动波动率中位参考分组前向样本可用性审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040588511A","R20260604-058","experiment","R20260604-058 R010A4 进攻端状态门控平滑软排序实验","🧪 实验\R20260604-058_R010A4_进攻端状态门控平滑软排序实验.md","04_实验记录\EX-20260604T000000Z-mig-R202606040588511A_R20260604-058R010A4进攻端状态门控平滑软排序实验.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040597F143","R20260604-059","experiment","R20260604-059 R010A4 进攻软排序字段与实现可用性审计","🧪 实验\R20260604-059_R010A4_进攻软排序字段与实现可用性审计.md","04_实验记录\EX-20260604T000000Z-mig-R202606040597F143_R20260604-059R010A4进攻软排序字段与实现可用性审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604060DB364","R20260604-060","experiment","R20260604-060 R010A4R1 进攻软排序默认关闭实现审计","🧪 实验\R20260604-060_R010A4R1_进攻软排序默认关闭实现审计.md","04_实验记录\EX-20260604T000000Z-mig-R20260604060DB364_R20260604-060R010A4R1进攻软排序默认关闭实现审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040610B5CB","R20260604-061","experiment","R20260604-061 R010A4S2 进攻软排序2024Smoke行为审计","🧪 实验\R20260604-061_R010A4S2_进攻软排序2024Smoke行为审计.md","04_实验记录\EX-20260604T000000Z-mig-R202606040610B5CB_R20260604-061R010A4S2进攻软排序2024Smoke行为审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604062E3353","R20260604-062","experiment","R20260604-062 R010A4S3 进攻软排序近失效归因","🧪 实验\R20260604-062_R010A4S3_进攻软排序近失效归因.md","04_实验记录\EX-20260604T000000Z-mig-R20260604062E3353_R20260604-062R010A4S3进攻软排序近失效归因.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604063D3D73","R20260604-063","experiment","R20260604-063 R010A4S4 Top1替换质量标签只读发现","🧪 实验\R20260604-063_R010A4S4_Top1替换质量标签只读发现.md","04_实验记录\EX-20260604T000000Z-mig-R20260604063D3D73_R20260604-063R010A4S4Top1替换质量标签只读发现.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604064A93C5","R20260604-064","experiment","R20260604-064 R010A4S5 Top1近端衰竭替换2024Smoke审计","🧪 实验\R20260604-064_R010A4S5_Top1近端衰竭替换2024Smoke审计.md","04_实验记录\EX-20260604T000000Z-mig-R20260604064A93C5_R20260604-064R010A4S5Top1近端衰竭替换2024Smoke审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040650312D","R20260604-065","experiment","R20260604-065 R010A4S5 OOS默认关闭验证","🧪 实验\R20260604-065_R010A4S5_OOS默认关闭验证.md","04_实验记录\EX-20260604T000000Z-mig-R202606040650312D_R20260604-065R010A4S5OOS默认关闭验证.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040660711D","R20260604-066","experiment","R20260604-066 R010A4S6 S5失败归因只读审计","🧪 实验\R20260604-066_R010A4S6_S5失败归因只读审计.md","04_实验记录\EX-20260604T000000Z-mig-R202606040660711D_R20260604-066R010A4S6S5失败归因只读审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R2026060406780AD6","R20260604-067","experiment","R20260604-067 R010A5 A2换仓失败归因只读审计","🧪 实验\R20260604-067_R010A5_A2换仓失败归因只读审计.md","04_实验记录\EX-20260604T000000Z-mig-R2026060406780AD6_R20260604-067R010A5A2换仓失败归因只读审计.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R202606040685CEBD","R20260604-068","experiment","R20260604-068 R010A6 过滤层稀薄防抖2024Smoke否决","🧪 实验\R20260604-068_R010A6_过滤层稀薄防抖2024Smoke否决.md","04_实验记录\EX-20260604T000000Z-mig-R202606040685CEBD_R20260604-068R010A6过滤层稀薄防抖2024Smoke否决.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604070EA2A6","R20260604-070","experiment","R20260604-070 ETF专项执行窗口分层只读分析","🧪 实验\R20260604-070_ETF专项执行窗口分层只读分析.md","04_实验记录\EX-20260604T000000Z-mig-R20260604070EA2A6_R20260604-070ETF专项执行窗口分层只读分析.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604071C7EC3","R20260604-071","experiment","R20260604-071 ETF双池买卖时机独立反事实预注册","🧪 实验\R20260604-071_ETF双池买卖时机独立反事实预注册.md","04_实验记录\EX-20260604T000000Z-mig-R20260604071C7EC3_R20260604-071ETF双池买卖时机独立反事实预注册.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604072DE8A7","R20260604-072","experiment","R20260604-072 ETF双池 13:09/13:10 时点机制归因预注册","🧪 实验\R20260604-072_ETF双池1309_1310时点机制归因预注册.md","04_实验记录\EX-20260604T000000Z-mig-R20260604072DE8A7_R20260604-072ETF双池13091310时点机制归因预注册.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604073F111B","R20260604-073","experiment","R20260604-073 R010A6S3 保持旧仓失败触发簇只读归因","🧪 实验\R20260604-073_R010A6S3_保持旧仓失败触发簇只读归因.md","04_实验记录\EX-20260604T000000Z-mig-R20260604073F111B_R20260604-073R010A6S3保持旧仓失败触发簇只读归因.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R2026060407497F21","R20260604-074","experiment","R20260604-074 R010A7 过滤层稀薄替代目标只读验证","🧪 实验\R20260604-074_R010A7_过滤层稀薄替代目标只读验证.md","04_实验记录\EX-20260604T000000Z-mig-R2026060407497F21_R20260604-074R010A7过滤层稀薄替代目标只读验证.md","migrated_unverified","legacy_raw"
"EX-20260604T000000Z-mig-R20260604075E9A24","R20260604-075","experiment","R20260604-075 R010A8 过滤层稀薄状态分层只读发现","🧪 实验\R20260604-075_R010A8_过滤层稀薄状态分层只读发现.md","04_实验记录\EX-20260604T000000Z-mig-R20260604075E9A24_R20260604-075R010A8过滤层稀薄状态分层只读发现.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R2026060507681C94","R20260605-076","experiment","R20260605-076 R010A9 过滤层稀薄 Top3 替代真实路径多段验证","🧪 实验\R20260605-076_R010A9_过滤层稀薄Top3替代真实路径多段验证.md","04_实验记录\EX-20260605T000000Z-mig-R2026060507681C94_R20260605-076R010A9过滤层稀薄Top3替代真实路径多段验证.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050779AFBB","R20260605-077","experiment","R20260605-077 R010A9S4 高热度窄主线热分支 2024 Smoke 否决","🧪 实验\R20260605-077_R010A9S4_高热度窄主线热分支2024Smoke否决.md","04_实验记录\EX-20260605T000000Z-mig-R202606050779AFBB_R20260605-077R010A9S4高热度窄主线热分支2024Smoke否决.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R2026060507889967","R20260605-078","experiment","R20260605-078 R010A9S3 已触发负贡献归因与审计字段增强","🧪 实验\R20260605-078_R010A9S3_已触发负贡献归因与审计字段增强.md","04_实验记录\EX-20260605T000000Z-mig-R2026060507889967_R20260605-078R010A9S3已触发负贡献归因与审计字段增强.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050799B34C","R20260605-079","experiment","R20260605-079 R010A9S3 Shadow 2024 Smoke 交易隔离通过","🧪 实验\R20260605-079_R010A9S3_Shadow2024Smoke交易隔离通过.md","04_实验记录\EX-20260605T000000Z-mig-R202606050799B34C_R20260605-079R010A9S3Shadow2024Smoke交易隔离通过.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R2026060508099410","R20260605-080","experiment","R20260605-080 R010A9S3 Shadow 多分段 Smoke 交易隔离通过","🧪 实验\R20260605-080_R010A9S3_Shadow多分段Smoke交易隔离通过.md","04_实验记录\EX-20260605T000000Z-mig-R2026060508099410_R20260605-080R010A9S3Shadow多分段Smoke交易隔离通过.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050812A784","R20260605-081","experiment","R20260605-081 R010A9S3 Shadow 四分段全覆盖交易隔离通过","🧪 实验\R20260605-081_R010A9S3_Shadow四分段全覆盖交易隔离通过.md","04_实验记录\EX-20260605T000000Z-mig-R202606050812A784_R20260605-081R010A9S3Shadow四分段全覆盖交易隔离通过.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050828E097","R20260605-082","experiment","R20260605-082 R010A9S3 十五触发成交可用性与扣成本复核","🧪 实验\R20260605-082_R010A9S3_十五触发成交可用性与扣成本复核.md","04_实验记录\EX-20260605T000000Z-mig-R202606050828E097_R20260605-082R010A9S3十五触发成交可用性与扣成本复核.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R20260605083B8CDE","R20260605-083","experiment","R20260605-083 R010A9S3 预可见容量护栏只读评估","🧪 实验\R20260605-083_R010A9S3_预可见容量护栏只读评估.md","04_实验记录\EX-20260605T000000Z-mig-R20260605083B8CDE_R20260605-083R010A9S3预可见容量护栏只读评估.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050844E399","R20260605-084","experiment","R20260605-084 R010A9S5 预可见容量护栏 Shadow 四分段验证","🧪 实验\R20260605-084_R010A9S5_预可见容量护栏Shadow四分段验证.md","04_实验记录\EX-20260605T000000Z-mig-R202606050844E399_R20260605-084R010A9S5预可见容量护栏Shadow四分段验证.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R20260605085B7521","R20260605-085","experiment","R20260605-085 R010A9S5 放行事件 Live-Readiness 只读审计","🧪 实验\R20260605-085_R010A9S5_放行事件LiveReadiness只读审计.md","04_实验记录\EX-20260605T000000Z-mig-R20260605085B7521_R20260605-085R010A9S5放行事件Live-Readiness只读审计.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050866BB8C","R20260605-086","experiment","R20260605-086 R010A9S5 二级护栏候选只读发现","🧪 实验\R20260605-086_R010A9S5_二级护栏候选只读发现.md","04_实验记录\EX-20260605T000000Z-mig-R202606050866BB8C_R20260605-086R010A9S5二级护栏候选只读发现.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050878B552","R20260605-087","experiment","R20260605-087 R010A9S6 二级护栏 Default-Off Shadow 四分段验证","🧪 实验\R20260605-087_R010A9S6_二级护栏DefaultOffShadow四分段验证.md","04_实验记录\EX-20260605T000000Z-mig-R202606050878B552_R20260605-087R010A9S6二级护栏Default-OffShadow四分段验证.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050881EFD1","R20260605-088","experiment","R20260605-088 R010A10 A2 换仓延迟确认只读发现","🧪 实验\R20260605-088_R010A10_A2换仓延迟确认只读发现.md","04_实验记录\EX-20260605T000000Z-mig-R202606050881EFD1_R20260605-088R010A10A2换仓延迟确认只读发现.md","migrated_unverified","legacy_raw"
"EX-20260605T000000Z-mig-R202606050899F2EE","R20260605-089","experiment","R20260605-089 R010A10S1 A2 换仓延迟确认 Default-Off Shadow 四分段验证","🧪 实验\R20260605-089_R010A10S1_A2换仓延迟确认DefaultOffShadow四分段验证.md","04_实验记录\EX-20260605T000000Z-mig-R202606050899F2EE_R20260605-089R010A10S1A2换仓延迟确认Default-OffShadow四分段验证.md","migrated_unverified","legacy_raw"
"RD-20260523T000000Z-mig-BLF20260523001134E1","BLF20260523-001","direction","BLF20260523-001 市场状态识别与动量门控","🧭 方向\BLF20260523-001_市场状态识别与动量门控研究信念.md","02_研究方向\RD-20260523T000000Z-mig-BLF20260523001134E1_BLF20260523-001市场状态识别与动量门控.md","migrated_unverified","legacy_raw"
"RD-20260523T000000Z-mig-BLF20260523002F8A70","BLF20260523-002","direction","BLF20260523-002 平滑上涨软排序","🧭 方向\BLF20260523-002_平滑上涨软排序研究信念.md","02_研究方向\RD-20260523T000000Z-mig-BLF20260523002F8A70_BLF20260523-002平滑上涨软排序.md","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-ETF7D5F7","ETF双池防守系统","direction","B3 Gate + Tiered-v2 —— 防守系统研究总结","🧭 方向\ETF双池防守系统.md","02_研究方向\RD-20260603T000000Z-mig-ETF7D5F7_B3Gate+Tiered-v2——防守系统研究总结.md","migrated_unverified","legacy_raw"
"RD-20260605T000000Z-mig-R010AF00BB","R010-A","direction","ETF双池进攻系统","🧭 方向\ETF双池进攻系统.md","02_研究方向\RD-20260605T000000Z-mig-R010AF00BB_ETF双池进攻系统.md","migrated_unverified","legacy_raw"
"RD-20260604T000000Z-mig-ETFE8991","ETF阴跌防守","direction","ETF 阴跌防守","🧭 方向\ETF阴跌防守.md","02_研究方向\RD-20260604T000000Z-mig-ETFE8991_ETF阴跌防守.md","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-TOP1BB4BE","Top1斜率放松","direction","Top1 斜率放松 —— 研究总结","🧭 方向\Top1斜率放松.md","02_研究方向\RD-20260603T000000Z-mig-TOP1BB4BE_Top1斜率放松——研究总结.md","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-H95AC6BBA95AC6","防守池吸血信号","direction","R026 防守池吸血撤离信号 —— 研究总结","🧭 方向\防守池吸血信号.md","02_研究方向\RD-20260603T000000Z-mig-H95AC6BBA95AC6_R026防守池吸血撤离信号——研究总结.md","migrated_unverified","legacy_raw"
"RD-20260603T000000Z-mig-H8F6635B58F663","非线性仓位控制","direction","非线性仓位控制 —— 研究总结","🧭 方向\非线性仓位控制.md","02_研究方向\RD-20260603T000000Z-mig-H8F6635B58F663_非线性仓位控制——研究总结.md","migrated_unverified","legacy_raw"
